02-03-25 17:11:59,798 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double atan2(NUMERIC arg0, NUMERIC arg1)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | avg(arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | bit_and(arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer bit_length(STRING_OR_CLOB arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | bit_or(arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | bitand(arg0, arg1)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | bitnot(arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | bitor(arg0, arg1)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | bitxor(arg0, arg1)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | cast(arg as Type)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | ceiling(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Character char(INTEGER arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer character_length(STRING_OR_CLOB arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Character chr(INTEGER arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | coalesce(arg0[, arg1[, ...]])
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String collate(STRING string as COLLATION collation)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String concat(STRING string0[, STRING string1[, ...]])
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double cos(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double cosh(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double cot(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Long count([distinct ]{arg|*})
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer crc32(arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Date curdate()
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Date current date
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Time current time
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Timestamp current timestamp
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Date current_date
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Instant current_instant
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Time current_time
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Timestamp current_timestamp
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Time curtime()
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Date date(arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | dateadd(TEMPORAL_UNIT field, INTEGER magnitude, TEMPORAL datetime)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer datediff(DATE end, DATE start)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer day(DATE arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String dayname(DATE arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer dayofmonth(DATE arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer dayofweek(DATE arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer dayofyear(DATE arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double degrees(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Boolean every(BOOLEAN arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double exp(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | extract(TEMPORAL_UNIT field from TEMPORAL arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | floor(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String format(TEMPORAL datetime as STRING pattern)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | greatest(COMPARABLE arg0, COMPARABLE arg1[, arg2[, ...]])
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer hour(TIME arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | ifnull(arg0, arg1)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String insert(STRING string, INTEGER start, INTEGER length, STRING replacement)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Instant instant
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer instr(STRING string, STRING pattern[, INTEGER start[, INTEGER occurrence]])
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Date last_day(DATE arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | least(COMPARABLE arg0, COMPARABLE arg1[, arg2[, ...]])
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String left(STRING string, INTEGER length)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Integer length(STRING_OR_CLOB arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | String listagg(STRING arg0, STRING arg1)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | Double ln(NUMERIC arg)
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | LocalDate local date
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | LocalDateTime local datetime
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | LocalTime local time
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | LocalDate local_date
02-03-25 17:12:00,132 | DEBUG | HQL_FUNCTIONS        | LocalDateTime local_datetime
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | LocalTime local_time
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Timestamp localtime
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Timestamp localtimestamp
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer locate(STRING pattern, STRING string[, INTEGER start])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double log(NUMERIC arg0[, NUMERIC arg1])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double log10(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double log2(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String lower(STRING string)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String lpad(string, length[, padding])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String ltrim(STRING string[, STRING characters])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Date makedate(INTEGER year, INTEGER dayofyear)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Time maketime(INTEGER hour, INTEGER min, INTEGER sec)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | max(COMPARABLE arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String md5(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer microsecond(TIME arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | min(COMPARABLE arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer minute(TIME arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer mod(INTEGER arg0, INTEGER arg1)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer month(DATE arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String monthname(DATE arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Timestamp now()
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | nullif(arg0, arg1)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer octet_length(STRING_OR_CLOB arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | OffsetDateTime offset datetime
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | OffsetDateTime offset_datetime
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String overlay(STRING string placing STRING replacement from INTEGER start[ for INTEGER length])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String pad(STRING string with INTEGER length {leading|trailing}[ STRING character])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double pi
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer position(STRING pattern in STRING string)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double power(NUMERIC arg0, NUMERIC arg1)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer quarter(DATE arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double radians(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double rand([INTEGER seed])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String repeat(STRING string, INTEGER times)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String replace(STRING string, STRING pattern, STRING replacement)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String reverse(STRING arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String right(STRING string, INTEGER length)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | round(NUMERIC number[, INTEGER places])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String rpad(string, length[, padding])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String rtrim(STRING string[, STRING characters])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer second(TIME arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String sha(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String sha1(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String sha2(arg0, arg1)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer sign(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double sin(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double sinh(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String soundex(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String space(INTEGER arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Object sql
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double sqrt(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double stddev(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double stddev_pop(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double stddev_samp(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String str(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | subdate(DATE datetime, INTEGER days)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String substr(STRING string, INTEGER start[, INTEGER length])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String substring(STRING string{ from|,} INTEGER start[{ for|,} INTEGER length])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | subtime(TIME datetime, TIME time)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | sum(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Timestamp sysdate()
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double tan(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double tanh(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String time(arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Timestamp timestamp(arg0[, arg1])
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | timestampadd(TEMPORAL_UNIT field, INTEGER magnitude, TEMPORAL datetime)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | basicType@12(java.lang.Long,-5)|basicType@17(java.lang.Double,8) timestampdiff(TEMPORAL_UNIT field, TEMPORAL start, TEMPORAL end)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String trim([[{leading|trailing|both} ][STRING arg0 ]from] STRING arg1)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | trunc( ... )
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | truncate( ... )
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | String upper(STRING string)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Date utc_date
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Time utc_time
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Timestamp utc_timestamp
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double var_pop(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double var_samp(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Double variance(NUMERIC arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer week(DATE arg)
02-03-25 17:12:00,148 | DEBUG | HQL_FUNCTIONS        | Integer year(DATE arg)
02-03-25 17:12:00,163 | DEBUG | cache                | Starting QueryInterpretationCache(2048)
02-03-25 17:12:00,179 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.query.spi.NativeQueryInterpreter]
02-03-25 17:12:00,308 | DEBUG | SessionFactoryServiceRegistryImpl | EventListenerRegistry access via ServiceRegistry is deprecated.  Use `sessionFactory.getEventEngine().getListenerRegistry()` instead
02-03-25 17:12:00,324 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.mutation.spi.MutationExecutorService]
02-03-25 17:12:00,324 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.event.spi.EntityCopyObserverFactory]
02-03-25 17:12:00,324 | DEBUG | EntityCopyObserverFactoryInitiator | Configured EntityCopyObserver strategy: disallow
02-03-25 17:12:00,324 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.sql.results.jdbc.spi.JdbcValuesMappingProducerProvider]
02-03-25 17:12:00,362 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jdbc.batch.spi.BatchBuilder]
02-03-25 17:12:00,370 | TRACE | batch                | Using standard BatchBuilder (1)
02-03-25 17:12:00,377 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.persister.spi.PersisterFactory]
02-03-25 17:12:00,380 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.persister.spi.PersisterClassResolver]
02-03-25 17:12:00,386 | DEBUG | creation             | Starting post-init callbacks
02-03-25 17:12:00,408 | TRACE | MetadataContext      | Wrapping up metadata context...
02-03-25 17:12:00,424 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.transaction.jta.platform.spi.JtaPlatform]
02-03-25 17:12:00,424 | DEBUG | JtaPlatformInitiator | No JtaPlatform was specified, checking resolver
02-03-25 17:12:00,424 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.transaction.jta.platform.spi.JtaPlatformResolver]
02-03-25 17:12:00,426 | DEBUG | JtaPlatformResolverInitiator | No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
02-03-25 17:12:00,440 | DEBUG | StandardJtaPlatformResolver | Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
02-03-25 17:12:00,440 | INFO  | JtaPlatformInitiator | HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
02-03-25 17:12:00,448 | DEBUG | TypeConfiguration$Scope | Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@377008df] to SessionFactoryImplementor [org.hibernate.internal.SessionFactoryImpl@75e09567]
02-03-25 17:12:00,448 | DEBUG | NamedObjectRepository | Checking 0 named HQL queries
02-03-25 17:12:00,448 | DEBUG | NamedObjectRepository | Checking 0 named SQL queries
02-03-25 17:12:00,495 | DEBUG | SchemaManagementToolCoordinator | No actions found; doing nothing
02-03-25 17:12:00,495 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.engine.jndi.spi.JndiService]
02-03-25 17:12:00,511 | DEBUG | SessionFactoryRegistry | Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@62b790a5
02-03-25 17:12:00,511 | DEBUG | SessionFactoryRegistry | Registering SessionFactory: a01e887c-c585-4e47-aa48-d6f05e267f56 (<unnamed>)
02-03-25 17:12:00,511 | DEBUG | SessionFactoryRegistry | Not binding SessionFactory to JNDI, no JNDI name configured
02-03-25 17:12:00,511 | TRACE | TypeConfiguration$Scope | Handling #sessionFactoryCreated from [org.hibernate.internal.SessionFactoryImpl@75e09567] for TypeConfiguration
02-03-25 17:12:00,512 | DEBUG | SessionFactoryImpl   | Instantiated SessionFactory
02-03-25 17:12:00,513 | TRACE | SessionFactoryImpl$SessionBuilderImpl | Opening Hibernate Session.  tenant=null
02-03-25 17:12:00,614 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.stat.spi.StatisticsImplementor]
02-03-25 17:12:00,632 | DEBUG | StatisticsInitiator  | Statistics initialized [enabled=false]
02-03-25 17:12:00,656 | TRACE | SessionImpl          | Opened Session [c3e25ae9-6ab8-4345-b7a3-c0e287b4bfba] at timestamp: 1740946320655
